Temperature (°C),Wind Speed (m/s)
26.031238688359327,11.981617140197452
34.02552906679567,10.360963663441204
30.052523724478572,8.095276162863279
33.26457466107742,13.137950197069486
28.200496010306118,11.847311725538793
33.95523228496201,6.626169393448913
28.892016787341632,14.109271844938425
25.108376514802984,13.22537242923169
34.05381976419264,14.49799913291924
25.912866767861335,12.2571950838836
28.19313637590415,11.134151959357899
34.50061967050805,9.182430362906189
34.50607146937556,14.327284833540133
30.73437888123286,13.660638895004084
31.31837212169799,5.452186701061894
29.484455219783197,5.26366974497252
27.932107716980646,8.764633668780496
28.28664545369916,13.105533307818328
31.725184560770384,14.872761293149445
32.5237452943768,6.504168911035282
32.91579043725849,10.94130715352135
32.896181427945535,8.808908566310215
25.912061030486903,14.699143978146033
29.944203047025816,13.421189231357086
25.575587600166443,13.383287047111379
30.495288823237356,9.686931597949702
29.41530501373377,9.148195023376651
33.877041827583,7.734070719307063
28.509150125520787,5.563754966509271
26.170670164276057,13.647223762550531
26.42991682052836,13.129010091300776
32.61510631717472,14.997176732861305
31.18218063316261,14.966368370739055
26.011226761227903,10.554317056026274
25.841068061149976,12.689874151805105
32.0096913145912,14.44765729882428
25.727630063641936,13.496473906774115
33.21860059290356,7.473481017431976
32.06242227156496,9.505441353100935
25.813487806418998,6.29159415151495
25.84837714085192,14.540510272587223
34.866395785011754,11.061746344508801
28.7427079575612,7.286428055034627
28.706421470668907,11.717006844058567
33.127995672575025,11.181282404578958
34.472485773838585,8.581627180328404
34.86001063822871,6.13557592199629
32.533781852589414,11.715731955927996
28.762595855309158,10.203077009037933
25.83500716698669,12.723183917356394
32.77146915927437,10.201635011119933
30.58404249735805,13.5218150031854
29.242220092469765,10.519068387744856
34.06354385094736,10.609379715353864
26.111974823061512,13.76653602658345
29.92625104290859,9.03482866212397
25.11353644767419,6.3401522845064076
29.686606419941263,5.28782676313339
25.563032756818373,12.55137255673619
26.18817916268072,11.203095513534647
26.17526246777105,12.040797680992235
31.492103021160638,7.129641615089107
32.46044879265423,6.363714755867697
30.833687650971598,5.1454466566788195
34.62172548474542,8.505875588065969
28.74870579523704,10.89917686854633
27.857120862818608,8.922440450997323
33.6859912818946,9.374749220237291
27.235958385194525,14.041586944937483
34.63222539440611,8.482554670233004
25.121544746898163,10.139894891598107
34.69878826707639,12.83653012741143
25.431599119505762,8.965427823212702
33.91143113698071,11.220867002278734
30.277011090863,13.623637087467452
34.929647961193005,14.495206236576422
25.737965647353988,6.470734809290379
30.538542844013207,14.265876251614944
34.69302535619099,9.921162930795383
30.230978441701488,7.582443882989583
31.293986381352624,9.591357562382612
31.957486889846173,14.800325752854771
29.545410647677734,9.926180939928695
31.275580800840636,8.287516102875081
30.843143119231,11.334008543167258
34.01158010490989,7.401456187781931
25.45446380341458,5.758633281086639
27.8096318959223,6.288797219106492
34.50411484076559,6.280458389577724
33.902637838909165,6.519026935122944
29.55656752785713,6.388271726494102
31.20132597801537,11.408747448032146
27.773811829811326,6.818800843991449
26.881211597237613,8.456672833238631
29.63698404939982,13.967884099060118
28.533522280260527,9.739616402628723
30.83656111850872,11.675577385210271
25.777346369649848,6.723198712016298
34.74394807666167,6.922890188086708
34.86210744479603,5.408686162664789
